Class,Order,Family,Genus,species,common_name,rl_id,rl_binomial,fishbase_id,fishbase_binomial
Actinopteri,Perciformes,Moronidae,Morone,saxatilis,Striped bass,192942,Morone saxatilis,353,Morone saxatilis
Actinopteri,Cypriniformes,Leuciscidae,Notropis,dorsalis,Bigmouth shiner,202300,Notropis dorsalis,2853,Notropis dorsalis
Actinopteri,Perciformes,Sebastidae,Sebastes,paucispinis,Bocaccio rockfish,20085,Sebastes paucispinus,3987,Sebastes paucispinis
Reptilia,Squamata,Scincidae,Plestiodon,fasciatus,Five-lined skink,64227,Plestiodon fasciatus,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,Keen's long-eared bat,14171,Myotis keenii,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,14176,Myotis lucifugus,NULL,NULL
Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North Atlantic right whale,41712,Eubalaena glacialis,NULL,NULL
Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,13704,Monodon monoceros,NULL,NULL
Reptilia,Testudines,Emydidae,Clemmys,guttata,Spotted turtle,4968,Clemmys guttata,NULL,NULL
Amphibia,Anura,Ranidae,Rana,pretiosa,Oregon spotted frog,19179,Rana pretiosa,NULL,NULL
Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming / Northern collared lemming / Nearctic collared lemming,42618,Dicrostonyx groenlandicus,NULL,NULL
Reptilia,Testudines,Emydidae,Graptemys,geographica,Common map turtle,165598,Graptemys geographica,NULL,NULL
Amphibia,Anura,Ranidae,Rana,aurora,Red-legged frog,58553,Rana aurora,NULL,NULL
Mammalia,Carnivora,Felidae,Lynx,canadensis,Canadian lynx,12518,Lynx canadensis,NULL,NULL
Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin duck,22680423,Histrionicus histrionicus,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,42393,Odocoileus hemionus,NULL,NULL
Actinopteri,Anguilliformes,Anguillidae,Anguilla,rostrata,American eel,191108,Anguilla rostrata,296,Anguilla rostrata
Elasmobranchii,Rajiformes,Rajidae,Amblyraja,radiata,Starry ray,161542,Amblyraja radiata,2565,Amblyraja radiata
Actinopteri,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,Winter flounder,NULL,NULL,524,Pseudopleuronectes americanus
Mammalia,Rodentia,Cricetidae,Ondatra,zibethicus,Muskrat,15324,Ondatra zibethicus,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,rutilus,Northern red-backed vole,4975,Myodes rutilus,NULL,NULL
Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,70207409,Mustela nivalis,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,canadensis,Beaver,4003,Castor canadensis,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,macrodactylum,Long-toed salamander,59063,Ambystoma macrodactylum,NULL,NULL
Amphibia,Anura,Ranidae,Rana,luteiventris,Columbia spotted frog,58649,Rana luteiventris,NULL,NULL
Mammalia,Artiodactyla,Suidae,Phacochoerus,aethiopicus,Desert warthog / Cape warthog,41767,Phacochoerus aethiopicus,NULL,NULL
Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,Atlantic halibut,10097,Hippoglossus hippoglossus,1371,Hippoglossus hippoglossus
Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,lumpus,Lumpfish / Lumpsucker,NULL,NULL,62,Cyclopterus lumpus
Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Musk ox,29684,Ovibos moschatus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Rupicapra,pyrenaica,Pyrenean chamois,19771,Rupicapra pyrenaica,NULL,NULL
Reptilia,Testudines,Emydidae,Clemmys,insculpta,Wood turtle,4965,Glyptemys insculpta,NULL,NULL
Reptilia,Testudines,Chelydridae,Chelydra,serpentina,Common snapping turtle,163424,Chelydra serpentina,NULL,NULL
Reptilia,Testudines,Emydidae,Emydoidea,blandingii,Blanding's turtle,7709,Emydoidea blandingii,NULL,NULL
Reptilia,Squamata,Viperidae,Crotalus,viridis,Green prairie rattlesnake,64339,Crotalus viridis,NULL,NULL
Mammalia,Carnivora,Mustelidae,Mustela,erminea,Stoat / Short-tailed weasel / Ermine,29674,Mustela erminea,NULL,NULL
Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,41654,Mustela frenata,NULL,NULL
Mammalia,Carnivora,Mustelidae,Neovison,vison,Mink / American mink,41661,Neovison vison,NULL,NULL
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsata,Porcupine / North American porcupine,8004,Erethizon dorsatum,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated sandpiper,22693373,Calidris pusilla,NULL,NULL
Mammalia,Carnivora,Mustelidae,Lontra,canadensis,North American river otter,12302,Lontra canadensis,NULL,NULL
Actinopteri,Centrarchiformes,Centrarchidae,Micropterus,salmoides,Largemouth black bass,61265,Micropterus salmoides,3385,Micropterus salmoides
Amphibia,Anura,Bufonidae,Anaxyrus,hemiophrys,Canadian toad,54661,Anaxyrus hemiophrys,NULL,NULL
Actinopteri,Osmeriformes,Osmeridae,Osmerus,mordax,Rainbow smelt,202413,Osmerus mordax,253,Osmerus mordax
Actinopteri,Centrarchiformes,Centrarchidae,Micropterus,dolomieu,Smallmouth bass,202564,Micropterus dolomieu,3382,Micropterus dolomieu
Actinopteri,Perciformes,Gasterosteidae,Apeltes,quadracus,Fourspine stickleback,154731,Apeltes quadracus,3269,Apeltes quadracus
Actinopteri,Perciformes,Gasterosteidae,Culaea,inconstans,Brook stickleback,184086,Culaea inconstans,3271,Culaea inconstans
Actinopteri,Perciformes,Gasterosteidae,Pungitius,pungitius,Ninespine stickleback,18878,Pungitius pungitius,3273,Pungitius pungitius
Actinopteri,Salmoniformes,Salmonidae,Coregonus,artedi,Lake herring / Cisco,5362,Coregonus artedi,235,Coregonus artedi
Mammalia,Soricomorpha,Soricidae,Sorex,cinereus,Masked shrew,41392,Sorex cinereus,NULL,NULL
Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Northern short-tailed shrew,41451,Blarina brevicauda,NULL,NULL
Mammalia,Rodentia,Cricetidae,Phyllotis,darwini,Darwin's leaf-eared mouse,17224,Phyllotis darwini,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,22679929,Branta sandvicensis,NULL,NULL
Mammalia,Rodentia,Cricetidae,Abrothrix,olivaceus,Olive grass mouse,751,Abrothrix olivaceus,NULL,NULL
Mammalia,Didelphimorphia,Didelphidae,Thylamys,elegans,Elegant fat-tailed opossum,40517,Thylamys elegans,NULL,NULL
Reptilia,Crocodylia,Alligatoridae,Caiman,yacare,Yacare caiman,46586,Caiman yacare,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Blastocerus,dichotomus,Marsh deer,2828,Blastocerus dichotomus,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas deer,15803,Ozotoceros bezoarticus,NULL,NULL
Aves,Procellariiformes,Procellariidae,Procellaria,aequinoctialis,White-chinned petrel,22698140,Procellaria aequinoctialis,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Myotis,sodalis,Indiana myotis,14136,Myotis sodalis,NULL,NULL
Aves,Falconiformes,Falconidae,Falco,naumanni,Lesser kestrel,22696357,Falco naumanni,NULL,NULL
Aves,Passeriformes,Monarchidae,Pomarea,dimidiata,Rarotonga monarch,22707172,Pomarea dimidiata,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,cingulatum,Frosted flatwood salamander,1099,Ambystoma cingulatum,NULL,NULL
Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Lesser spotted dogfish,161399,Scyliorhinus canicula,845,Scyliorhinus canicula
Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,Tope shark,39352,Galeorhinus galeus,4642,Galeorhinus galeus
Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,Smooth-hound,39358,Mustelus mustelus,4996,Mustelus mustelus
Actinopteri,Argentiniformes,Argentinidae,Argentina,sphyraena,Argentine,NULL,NULL,20,Argentina sphyraena
Actinopteri,Perciformes,Sebastidae,Helicolenus,dactylopterus,Blackbelly rosefish,195093,Helicolenus dactylopterus,76,Helicolenus dactylopterus
Actinopteri,Perciformes,Mullidae,Mullus,surmuletus,Surmullet,198674,Mullus surmuletus,1327,Mullus surmuletus
Actinopteri,Zeiformes,Zeidae,Zeus,faber,John dory,198769,Zeus faber,1370,Zeus faber
Actinopteri,Acanthuriformes,Caproidae,Capros,aper,Boar-fish,198557,Capros aper,54,Capros aper
Aves,Charadriiformes,Charadriidae,Charadrius,sanctaehelenae,St Helena plover,22693785,Charadrius sanctaehelenae,NULL,NULL
Actinopteri,Gadiformes,Lotidae,Molva,molva,Ling,NULL,NULL,33,Molva molva
Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin,22697822,Spheniscus magellanicus,NULL,NULL
Aves,Sphenisciformes,Spheniscidae,Eudyptes,chrysocome,Southern rockhopper penguin,22735250,Eudyptes chrysocome,NULL,NULL
Actinopteri,Perciformes,Trachinidae,Echiichthys,vipera,Lesser weever,NULL,NULL,1364,Echiichthys vipera
Actinopteri,Gadiformes,Gadidae,Pollachius,pollachius,Pollack,18125103,Pollachius pollachius,34,Pollachius pollachius
Aves,Passeriformes,Icteridae,Molothrus,bonariensis,Shiny cowbird,22724345,Molothrus bonariensis,NULL,NULL
Aves,Passeriformes,Icteridae,Quiscalus,niger,Greater Antillean grackle,22724323,Quiscalus niger,NULL,NULL
Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,22696694,Sula sula,NULL,NULL
Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird,22697724,Fregata magnificens,NULL,NULL
Aves,Charadriiformes,Laridae,Onychoprion,anaethetus,Bridled tern,22694730,Onychoprion anaethetus,NULL,NULL
Aves,Phaethontiformes,Phaethontidae,Phaethon,lepturus,White-tailed tropicbird,22696645,Phaethon lepturus,NULL,NULL
Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,22696698,Sula leucogaster,NULL,NULL
Aves,Anseriformes,Anatidae,Dendrocygna,arborea,West Indian whistling-duck,22679770,Dendrocygna arborea,NULL,NULL
Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,41621,Mungos mungo,NULL,NULL
Aves,Passeriformes,Corvidae,Corvus,albus,Pied crow,22735894,Corvus albus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,22734972,Milvus migrans,NULL,NULL
Aves,Passeriformes,Ploceidae,Ploceus,cucullatus,Village weaver,22718921,Ploceus cucullatus,NULL,NULL
Aves,Passeriformes,Ploceidae,Ploceus,nigerrimus,Vieillot's black weaver,103812246,Ploceus nigerrimus,NULL,NULL
Mammalia,Primates,Cercopithecidae,Cercopithecus,kandti,Golden monkey,4236,Cercopithecus mitis ssp. kandti,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,imberbis,Lesser kudu,22053,Tragelaphus imberbis,NULL,NULL
Aves,Passeriformes,Pycnonotidae,Pycnonotus,barbatus,Common bulbul,22712650,Pycnonotus barbatus,NULL,NULL
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,19517,Rhinolophus ferrumequinum,NULL,NULL
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,19518,Rhinolophus hipposideros,NULL,NULL
Reptilia,Testudines,Geoemydidae,Kachuga,trivittata,Burmese roofed turtle,10952,Batagur trivittata,NULL,NULL
Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,abdominalis,Big-belly seahorse,10057,Hippocampus abdominalis,46324,Hippocampus abdominalis
Aves,Strigiformes,Strigidae,Asio,otus,Northern long-eared owl,22689507,Asio otus,NULL,NULL
Amphibia,Anura,Pelodryadidae,Ranoidea,aurea,Green and golden bell frog,12143,Litoria aurea,NULL,NULL
Amphibia,Anura,Hylidae,Acris,crepitans,Northern cricket frog,55286,Acris crepitans,NULL,NULL
Amphibia,Anura,Hylidae,Dryophytes,chrysoscelis,Cope's gray treefrog,55448,Dryophytes chrysoscelis,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,palustris,Pickerel frog,58690,Lithobates palustris,NULL,NULL
Mammalia,Carnivora,Mustelidae,Taxidea,taxus,North American badger,41663,Taxidea taxus,NULL,NULL
Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,12521,Lynx rufus,NULL,NULL
Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,41687,Ursus americanus,NULL,NULL
Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Grey fox,22780,Urocyon cinereoargenteus,NULL,NULL
Mammalia,Lagomorpha,Leporidae,Lepus,townsendii,White-tailed jack rabbit,41288,Lepus townsendii,NULL,NULL
Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,12561,Macaca sylvanus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,pyrenaica,Spanish ibex,3798,Capra pyrenaica,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Arabian oryx,15569,Oryx leucoryx,NULL,NULL
Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,Southern fulmar,22697870,Fulmarus glacialoides,NULL,NULL
Aves,Procellariiformes,Procellariidae,Daption,capense,Cape petrel,22697879,Daption capense,NULL,NULL
Aves,Procellariiformes,Procellariidae,Pagodroma,nivea,Snow petrel,22697885,Pagodroma nivea,NULL,NULL
Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,typus,Whale shark,19488,Rhincodon typus,2081,Rhincodon typus
Mammalia,Rodentia,Sciuridae,Cynomys,mexicanus,Mexican prairie dog / Mexican prairie marmot,6089,Cynomys mexicanus,NULL,NULL
Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Mountain pygmy possum,3339,Burramys parvus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Gyps,indicus,Indian vulture,22729731,Gyps indicus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Griffon vulture,22695219,Gyps fulvus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Gyps,himalayensis,Himalayan griffon,22695215,Gyps himalayensis,NULL,NULL
Aves,Accipitriformes,Accipitridae,Sarcogyps,calvus,Red-headed vulture,22695254,Sarcogyps calvus,NULL,NULL
Amphibia,Caudata,Salamandridae,Salamandra,salamandra,Common fire salamander,59467,Salamandra salamandra,NULL,NULL
Mammalia,Rodentia,Cricetidae,Abrothrix,longipilis,Long-haired grass mouse,743,Abrothrix longipilis,NULL,NULL
Aves,Passeriformes,Petroicidae,Petroica,australis,South Island robin,103734942,Petroica australis,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,18751,Pteropus poliocephalus,NULL,NULL
Actinopteri,Cypriniformes,Catostomidae,Catostomus,commersonii,White sucker,202058,Catostomus commersonii,2965,Catostomus commersonii
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,16892,Phascolarctos cinereus,NULL,NULL
Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,9400,Gopherus agassizii,NULL,NULL
Aves,Strigiformes,Tytonidae,Tyto,alba,Common barn-owl,22688504,Tyto alba,NULL,NULL
Aves,Struthioniformes,Struthionidae,Struthio,camelus,Common ostrich,45020636,Struthio camelus,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,samoensis,Samoa flying fox,18757,Pteropus samoensis,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,tonganus,Insular flying-fox / Tongan flying fox,18764,Pteropus tonganus,NULL,NULL
Mammalia,Primates,Hominidae,Pongo,abelii,Sumatran orangutan,121097935,Pongo abelii,NULL,NULL
Actinopteri,Perciformes,Callionymidae,Callionymus,lyra,Dragonet,198634,Callionymus lyra,23,Callionymus lyra
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,tuberculatus,Long-tailed wattled bat,4425,Chalinolobus tuberculatus,NULL,NULL
Aves,Procellariiformes,Procellariidae,Ardenna,grisea,Sooty shearwater,22698209,Ardenna grisea,NULL,NULL
Aves,Procellariiformes,Procellariidae,Ardenna,gravis,Great shearwater,22698201,Ardenna gravis,NULL,NULL
Aves,Piciformes,Picidae,Leiopicus,medius,Middle spotted woodpecker,22681114,Leiopicus medius,NULL,NULL
Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,20613,Sphenodon punctatus,NULL,NULL
Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl,22689089,Strix occidentalis,NULL,NULL
Aves,Passeriformes,Muscicapidae,Ficedula,parva,Red-breasted flycatcher,22735909,Ficedula parva,NULL,NULL
Mammalia,Primates,Cercopithecidae,Papio,anubis,Olive baboon,40647,Papio anubis,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,8982,Eudorcas thomsonii,NULL,NULL
Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,Eastern mosquitofish,202394,Gambusia holbrooki,4521,Gambusia holbrooki
Actinopteri,Cyprinodontiformes,Poeciliidae,Heterandria,formosa,Least killifish,202395,Heterandria formosa,3224,Heterandria formosa
Actinopteri,Cyprinodontiformes,Fundulidae,Lucania,goodei,Bluefin killifish,202398,Lucania goodei,3211,Lucania goodei
Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,chrysotus,Golden topminnow,202379,Fundulus chrysotus,3187,Fundulus chrysotus
Actinopteri,Centrarchiformes,Elassomatidae,Elassoma,evergladei,Everglades pygmy sunfish,202437,Elassoma evergladei,3364,Elassoma evergladei
Actinopteri,Centrarchiformes,Centrarchidae,Pomoxis,nigromaculatus,Black crappie,202603,Pomoxis nigromaculatus,3388,Pomoxis nigromaculatus
Actinopteri,Cypriniformes,Leuciscidae,Rhinichthys,cataractae,Longnose dace,62204,Rhinichthys cataractae,2944,Rhinichthys cataractae
Actinopteri,Cypriniformes,Leuciscidae,Semotilus,atromaculatus,Creek chub,202370,Semotilus atromaculatus,2952,Semotilus atromaculatus
Actinopteri,Cypriniformes,Leuciscidae,Rhinichthys,atratulus,Blacknose dace,202361,Rhinichthys atratulus,2943,Rhinichthys atratulus
Actinopteri,Perciformes,Cottidae,Cottus,cognatus,Slimy sculpin,202658,Cottus cognatus,4068,Cottus cognatus
Actinopteri,Salmoniformes,Salmonidae,Salvelinus,fontinalis,Brook trout / Freshwater brook trout,NULL,NULL,246,Salvelinus fontinalis
Actinopteri,Cypriniformes,Cobitidae,Cobitis,paludica,No common name,5029,Cobitis paludica,9960,Cobitis paludica
Actinopteri,Blenniiformes,Blenniidae,Salaria,fluviatilis,Freshwater blenny,60764,Salaria fluviatilis,4877,Salaria fluviatilis
Actinopteri,Cichliformes,Cichlidae,Sargochromis,codringtonii,Green happy,63344,Sargochromis codringtonii,5361,Sargochromis codringtonii
Actinopteri,Characiformes,Alestidae,Hydrocynus,vittatus,Tiger fish,181744,Hydrocynus vittatus,4479,Hydrocynus vittatus
Actinopteri,Cichliformes,Cichlidae,Coptodon,rendalli,Redbreast tilapia,60690,Coptodon rendalli,1397,Coptodon rendalli
Actinopteri,Cichliformes,Cichlidae,Oreochromis,mortimeri,Kariba tilapia,63337,Oreochromis mortimeri,1415,Oreochromis mortimeri
Actinopteri,Osteoglossiformes,Mormyridae,Mormyrus,longirostris,Eastern bottlenose mormyrid,182025,Mormyrus longirostris,5386,Mormyrus longirostris
Actinopteri,Siluriformes,Clariidae,Clarias,gariepinus,North African catfish,166023,Clarias gariepinus,1934,Clarias gariepinus
Actinopteri,Siluriformes,Mochokidae,Synodontis,zambezensis,Plain squeaker,182941,Synodontis zambezensis,7743,Synodontis zambezensis
Actinopteri,Siluriformes,Schilbeidae,Schilbe,mystus,African butter catfish,60385,Schilbe mystus,2447,Schilbe mystus
Actinopteri,Osteoglossiformes,Mormyridae,Marcusenius,macrolepidotus,Bulldog,61252,Marcusenius macrolepidotus,5405,Marcusenius macrolepidotus
Actinopteri,Cypriniformes,Cyprinidae,Labeo,altivelis,Rednose labeo,182578,Labeo altivelis,7738,Labeo altivelis
Aves,Gruiformes,Rallidae,Rallus,aquaticus,Western water rail,22725141,Rallus aquaticus,NULL,NULL
Actinopteri,Perciformes,Latidae,Lates,stappersii,Sleek lates,60839,Lates stappersii,4498,Lates stappersii
Actinopteri,Clupeiformes,Clupeidae,Stolothrissa,tanganicae,Lake tanganyika sprat,60752,Stolothrissa tanganicae,1549,Stolothrissa tanganicae
Aves,Procellariiformes,Procellariidae,Puffinus,lherminieri,Audubon’s shearwater,45959182,Puffinus lherminieri,NULL,NULL
Aves,Procellariiformes,Procellariidae,Ardenna,pacifica,Wedge-tailed shearwater,22698175,Ardenna pacifica,NULL,NULL
Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,22736173,Sula dactylatra,NULL,NULL
Aves,Suliformes,Fregatidae,Fregata,ariel,Lesser frigatebird,22697738,Fregata ariel,NULL,NULL
Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird,22697733,Fregata minor,NULL,NULL
Aves,Charadriiformes,Laridae,Thalasseus,bergii,Greater crested tern,22694571,Thalasseus bergii,NULL,NULL
Aves,Charadriiformes,Laridae,Sterna,sumatrana,Black-naped tern,22694612,Sterna sumatrana,NULL,NULL
Aves,Charadriiformes,Laridae,Onychoprion,fuscatus,Sooty tern,22694740,Onychoprion fuscatus,NULL,NULL
Aves,Charadriiformes,Laridae,Anous,stolidus,Brown noddy,22694794,Anous stolidus,NULL,NULL
Aves,Charadriiformes,Laridae,Anous,tenuirostris,Lesser noddy,22694805,Anous tenuirostris,NULL,NULL
Aves,Charadriiformes,Laridae,Gygis,alba,Common white tern,22694821,Gygis alba,NULL,NULL
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,plumbeus,Sandbar shark,3853,Carcharhinus plumbeus,880,Carcharhinus plumbeus
Aves,Passeriformes,Petroicidae,Petroica,traversi,Black robin,22704831,Petroica traversi,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,torquatus,Ring ouzel,22708768,Turdus torquatus,NULL,NULL
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian otter / European river otter,12419,Lutra lutra,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galapagos rail,22692366,Laterallus spilonota,NULL,NULL
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,Blacktip shark,3851,Carcharhinus limbatus,874,Carcharhinus limbatus
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Bull shark,39372,Carcharhinus leucas,873,Carcharhinus leucas
