Class,Order,Family,Genus,species,common_name,rl_id,rl_binomial,fishbase_id,fishbase_binomial
Amphibia,Anura,Craugastoridae,Craugastor,ranoides,No common name,56901,Craugastor ranoides,NULL,NULL
Amphibia,Anura,Microhylidae,Elachistocleis,ovalis,Oval frog,57809,Elachistocleis ovalis,NULL,NULL
Amphibia,Anura,Craugastoridae,Strabomantis,biporcatus,Puerto Cabello robber frog,56464,Strabomantis biporcatus,NULL,NULL
Mammalia,Primates,Cercopithecidae,Piliocolobus,gordonorum,Udzungwa red colobus,40015,Piliocolobus gordonorum,NULL,NULL
Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus,5142,Colobus angolensis,NULL,NULL
Aves,Passeriformes,Petroicidae,Petroica,longipes,North Island robin,103735022,Petroica longipes,NULL,NULL
Amphibia,Caudata,Hynobiidae,Salamandrella,keyserlingii,Siberian salamander,59114,Salamandrella keyserlingii,NULL,NULL
Mammalia,Primates,Hylobatidae,Hylobates,albibarbis,Bornean white-bearded gibbon,39879,Hylobates albibarbis,NULL,NULL
Amphibia,Anura,Dendrobatidae,Oophaga,pumilio,Strawberry poison frog,55196,Oophaga pumilio,NULL,NULL
Amphibia,Anura,Microhylidae,Hypopachus,pictiventris,Nicaragua narrowmouth toad,57816,Hypopachus pictiventris,NULL,NULL
Amphibia,Anura,Craugastoridae,Craugastor,talamancae,Almirante robber frog,56992,Craugastor talamancae,NULL,NULL
Mammalia,Primates,Hominidae,Gorilla,gorilla,Western gorilla,9404,Gorilla gorilla,NULL,NULL
Amphibia,Anura,Bufonidae,Rhinella,macrorhina,Santa Rita beaked toad,54878,Rhinella macrorhina,NULL,NULL
Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,violacea,Pelagic stingray / Blue stingray,161731,Pteroplatytrygon violacea,2576,Pteroplatytrygon violacea
Amphibia,Anura,Craugastoridae,Pristimantis,peruvianus,Peru robber frog,56848,Pristimantis peruvianus,NULL,NULL
Amphibia,Anura,Leptodactylidae,Leptodactylus,latinasus,Oven frog,57139,Leptodactylus latinasus,NULL,NULL
Amphibia,Anura,Leptodactylidae,Pleurodema,borellii,Rufous four-eyed frog,57282,Pleurodema borellii,NULL,NULL
Amphibia,Anura,Bufonidae,Rhinella,arenarum,Argentine toad,54576,Rhinella arenarum,NULL,NULL
Amphibia,Anura,Hylodidae,Crossodactylus,aeneus,Muller's spinythumb frog,56347,Crossodactylus aeneus,NULL,NULL
Amphibia,Anura,Craugastoridae,Craugastor,bransfordii,Bransford's robber frog,57102,Hylodes uai,NULL,NULL
Amphibia,Anura,Odontophrynidae,Odontophrynus,americanus,Common lesser escuerzo,57186,Odontophrynus americanus,NULL,NULL
Amphibia,Anura,Craugastoridae,Oreobates,discoidalis,Tucuman robber frog,56564,Oreobates discoidalis,NULL,NULL
Amphibia,Anura,Leptodactylidae,Physalaemus,biligonigerus,Weeping frog,57242,Physalaemus biligonigerus,NULL,NULL
Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,mobular,Devil ray,39418,Mobula mobular,7618,Mobula mobular
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,falciformis,Silky shark,39370,Carcharhinus falciformis,868,Carcharhinus falciformis
Elasmobranchii,Lamniformes,Alopiidae,Alopias,superciliosus,Bigeye thresher shark,161696,Alopias superciliosus,2534,Alopias superciliosus
Elasmobranchii,Lamniformes,Lamnidae,Isurus,paucus,Longfin mako,60225,Isurus paucus,753,Isurus paucus
Amphibia,Anura,Leptodactylidae,Physalaemus,feioi,No common name,NULL,NULL,NULL,NULL
Amphibia,Anura,Odontophrynidae,Proceratophrys,mantiqueira,No common name,NULL,NULL,NULL,NULL
Reptilia,Squamata,Agamidae,Coryphophylax,subcristatus,Short-crested Bay Island forest lizard,NULL,NULL,NULL,NULL
Reptilia,Squamata,Scincidae,Lygosoma,bowringii,Bowring’s supple skink,NULL,NULL,NULL,NULL
Reptilia,Squamata,Gekkonidae,Cyrtodactylus,rubidus,Andamans bent-toed gecko,NULL,NULL,NULL,NULL
Amphibia,Anura,Bufonidae,Rhinella,henseli,No common name,61752,Rhinella henseli,NULL,NULL
Amphibia,Anura,Bufonidae,Rhinella,icterica,Yellow cururu toad,54668,Rhinella icterica,NULL,NULL
Amphibia,Anura,Leptodactylidae,Physalaemus,cuvieri,Barker frog,57250,Physalaemus cuvieri,NULL,NULL
Amphibia,Anura,Leptodactylidae,Physalaemus,gracilis,Graceful dwarf frog,57258,Physalaemus gracilis,NULL,NULL
Amphibia,Anura,Brachycephalidae,Ischnocnema,henselii,No common name,136035,Ischnocnema henselii,NULL,NULL
Amphibia,Anura,Leptodactylidae,Leptodactylus,plaumanni,Nova Teutonia white-lipped frog,57156,Leptodactylus plaumanni,NULL,NULL
Amphibia,Anura,Leptodactylidae,Leptodactylus,mystacinus,Moustached frog,57147,Leptodactylus mystacinus,NULL,NULL
Amphibia,Anura,Bufonidae,Melanophryniscus,devincenzii,Rivera redbelly toad,54819,Melanophryniscus devincenzii,NULL,NULL
Amphibia,Anura,Odontophrynidae,Proceratophrys,bigibbosa,Peters' smooth horned frog,57295,Proceratophrys bigibbosa,NULL,NULL
Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,White-eared opossum,40489,Didelphis albiventris,NULL,NULL
Mammalia,Carnivora,Canidae,Lycalopex,gymnocercus,Pampas fox,6928,Lycalopex gymnocercus,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Townsend's big-eared bat,17598,Corynorhinus townsendii,NULL,NULL
Aves,Passeriformes,Meliphagidae,Epthianura,albifrons,White-fronted chat,22704484,Epthianura albifrons,NULL,NULL
Aves,Caprimulgiformes,Apodidae,Aerodramus,bartschi,Mariana swiftlet,22728583,Aerodramus bartschi,NULL,NULL
Aves,Passeriformes,Thraupidae,Certhidea,olivacea,Green warbler-finch,103814223,Certhidea olivacea,NULL,NULL
Amphibia,Anura,Pelodryadidae,Litoria,bicolor,Northern dwarf tree frog,41080,Litoria bicolor,NULL,NULL
Amphibia,Anura,Pelodryadidae,Ranoidea,dahlii,Dahl’s aquatic frog,41087,Litoria dahlii,NULL,NULL
Aves,Passeriformes,Thraupidae,Geospiza,parvula,Small tree-finch,22723778,Geospiza parvula,NULL,NULL
Amphibia,Anura,Pelodryadidae,Litoria,nasuta,Rocket frog,41101,Litoria nasuta,NULL,NULL
Aves,Charadriiformes,Charadriidae,Charadrius,nivosus,Snowy plover,22725033,Charadrius nivosus,NULL,NULL
Amphibia,Anura,Pelodryadidae,Ranoidea,australis,Giant frog,41067,Litoria australis,NULL,NULL
Aves,Passeriformes,Meliphagidae,Epthianura,crocea,Yellow chat,22704481,Epthianura crocea,NULL,NULL
Mammalia,Rodentia,Nesomyidae,Saccostomus,mearnsi,East African pouched mouse,19809,Saccostomus mearnsi,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped amazon,22686342,Amazona auropalliata,NULL,NULL
Aves,Accipitriformes,Accipitridae,Aquila,spilogaster,African hawk-eagle,22696084,Aquila spilogaster,NULL,NULL
Aves,Accipitriformes,Accipitridae,Accipiter,badius,Shikra,22695490,Accipiter badius,NULL,NULL
Aves,Accipitriformes,Accipitridae,Melierax,metabates,Dark chanting-goshawk,22695425,Melierax metabates,NULL,NULL
Aves,Accipitriformes,Accipitridae,Micronisus,gabar,Gabar goshawk,22695445,Micronisus gabar,NULL,NULL
Aves,Accipitriformes,Accipitridae,Polyboroides,typus,African harrier-hawk,22695409,Polyboroides typus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Circus,ranivorus,African marsh-harrier,22695352,Circus ranivorus,NULL,NULL
Aves,Falconiformes,Falconidae,Falco,ruficollis,Red-necked falcon,22727786,Falco ruficollis,NULL,NULL
Aves,Falconiformes,Falconidae,Falco,dickinsoni,Dickinson's kestrel,22696410,Falco dickinsoni,NULL,NULL
Aves,Accipitriformes,Accipitridae,Hieraaetus,wahlbergi,Wahlberg's eagle,22696072,Hieraaetus wahlbergi,NULL,NULL
Reptilia,Testudines,Testudinidae,Homopus,signatus,Speckled Cape tortoise,10241,Chersobius signatus,NULL,NULL
Amphibia,Anura,Bufonidae,Atelopus,cruciger,Veragua stubfoot toad,54502,Atelopus cruciger,NULL,NULL
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,eatonii,Eaton's skate,161739,Bathyraja eatonii,6948,Bathyraja eatonii
Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,motoro,South American freshwater stingray,39404,Potamotrygon motoro,6382,Potamotrygon motoro
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,irrasa,Kerguelen sandpaper skate,161659,Bathyraja irrasa,6949,Bathyraja irrasa
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,murrayi,Murray's skate,161391,Rhinoraja murrayi,6952,Bathyraja murrayi
Actinopteri,Clupeiformes,Clupeidae,Strangomera,bentincki,Araucanian herring,98841657,Strangomera bentincki,1530,Strangomera bentincki
Actinopteri,Siluriformes,Ariidae,Genidens,barbus,White sea catfish,NULL,NULL,13992,Genidens barbus
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,albomaculata,White-dotted skate,63102,Bathyraja albomaculata,51178,Bathyraja albomaculata
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,griseocauda,Graytail skate,63113,Bathyraja griseocauda,27229,Bathyraja griseocauda
Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,brachyurops,Broadnose skate,63111,Bathyraja brachyurops,51184,Bathyraja brachyurops
Actinopteri,Cypriniformes,Leuciscidae,Chondrostoma,nasus,Common nase,4789,Chondrostoma nasus,4878,Chondrostoma nasus
Petromyzonti,Petromyzontiformes,Petromyzontidae,Lampetra,fluviatilis,River lamprey,11206,Lampetra fluviatilis,4480,Lampetra fluviatilis
Actinopteri,Gobiiformes,Gobiidae,Ponticola,kessleri,Bighead goby,188115,Ponticola kessleri,25977,Ponticola kessleri
Actinopteri,Gobiiformes,Gobiidae,Proterorhinus,semilunaris,Western tubenose goby,135487,Proterorhinus semilunaris,65128,Proterorhinus semilunaris
Mammalia,Rodentia,Muridae,Maxomys,surifer,Indomalayan maxomys,12905,Maxomys surifer,NULL,NULL
Mammalia,Rodentia,Muridae,Maxomys,baeodon,Small Bornean maxomys,12892,Maxomys baeodon,NULL,NULL
Amphibia,Anura,Bufonidae,Atelopus,zeteki,Zetek's frog / Cerro Campana stubfoot toad,54563,Atelopus zeteki,NULL,NULL
Mammalia,Rodentia,Muridae,Sundamys,muelleri,Müller's sundamys,21152,Sundamys muelleri,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,smithi,Smith's false brook salamander,59397,Pseudoeurycea smithi,NULL,NULL
Mammalia,Scandentia,Tupaiidae,Tupaia,longipes,Long-footed treeshrew,111871214,Tupaia longipes,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,unguidentis,Claw-toothed salamander,59401,Pseudoeurycea unguidentis,NULL,NULL
Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Large treeshrew,41501,Tupaia tana,NULL,NULL
Mammalia,Rodentia,Muridae,Leopoldamys,sabanus,Indomalayan leopoldamys,11520,Leopoldamys sabanus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Chiropterotriton,multidentatus,Toothy salamander,59229,Chiropterotriton multidentatus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Chiropterotriton,dimidiatus,Dwarf splayfoot salamander,59225,Chiropterotriton dimidiatus,NULL,NULL
Mammalia,Rodentia,Muridae,Niviventer,cremoriventer,Sundaic arboreal niviventer,14816,Niviventer cremoriventer,NULL,NULL
Amphibia,Caudata,Plethodontidae,Thorius,pennatulus,Veracruz pigmy salamander,59424,Thorius pennatulus,NULL,NULL
Mammalia,Scandentia,Tupaiidae,Tupaia,gracilis,Slender treeshrew,41495,Tupaia gracilis,NULL,NULL
Amphibia,Caudata,Plethodontidae,Parvimolge,townsendi,Townsend's salamander,59328,Parvimolge townsendi,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,nigromaculata,Black-spotted false brook salamander,59390,Pseudoeurycea nigromaculata,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,rex,Royal false brook salamander,59392,Pseudoeurycea rex,NULL,NULL
Amphibia,Caudata,Plethodontidae,Bolitoglossa,rostrata,Longnose mushroomtongue salamander,59201,Bolitoglossa rostrata,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,goebeli,Goebel's false brook salamander,59381,Pseudoeurycea goebeli,NULL,NULL
Amphibia,Caudata,Plethodontidae,Pseudoeurycea,brunnata,Brown false brook salamander,59372,Pseudoeurycea brunnata,NULL,NULL
Amphibia,Caudata,Plethodontidae,Bolitoglossa,morio,Cope's mushroomtongue salamander,59183,Bolitoglossa morio,NULL,NULL
Amphibia,Caudata,Plethodontidae,Bolitoglossa,lincolni,Lincoln's mushroomtongue salamander,59173,Bolitoglossa lincolni,NULL,NULL
Amphibia,Caudata,Plethodontidae,Dendrotriton,bromeliacius,Volcan Tajumulco bromeliad salamander,59237,Dendrotriton bromeliacius,NULL,NULL
Actinopteri,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Arawana,NULL,NULL,6234,Osteoglossum bicirrhosum
Reptilia,Squamata,Dactyloidae,Anolis,gundlachi,Yellow-chinned anole,NULL,NULL,NULL,NULL
Reptilia,Squamata,Dactyloidae,Anolis,evermanni,Emerald anole,NULL,NULL,NULL,NULL
Reptilia,Squamata,Dactyloidae,Anolis,stratulus,Spotted anole,NULL,NULL,NULL,NULL
Reptilia,Squamata,Dactyloidae,Anolis,krugi,Olive bush anole,NULL,NULL,NULL,NULL
Reptilia,Squamata,Colubridae,Borikenophis,portoricensis,Puerto Rican racer,NULL,NULL,NULL,NULL
Reptilia,Testudines,Testudinidae,Geochelone,yniphora,Angonoka / Ploughshare tortoise,9016,Astrochelys yniphora,NULL,NULL
Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Grey-crowned rosy-finch,22720482,Leucosticte tephrocotis,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Tringa,incana,Wandering tattler,22693305,Tringa incana,NULL,NULL
Aves,Galliformes,Phasianidae,Dendragapus,fuliginosus,Sooty grouse,22734695,Dendragapus fuliginosus,NULL,NULL
Aves,Passeriformes,Alaudidae,Alauda,razae,Raso lark,22717428,Alauda razae,NULL,NULL
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,nigrogularis,Socotra cormorant,22696802,Phalacrocorax nigrogularis,NULL,NULL
Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,20472,Spermophilus citellus,NULL,NULL
Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Eastern massasauga,64346,Sistrurus catenatus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Arizona black-tailed prairie dog / Black-tailed prairie dog,6091,Cynomys ludovicianus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,9240,Glaucomys volans,NULL,NULL
Aves,Passeriformes,Laniidae,Lanius,borealis,Northern grey shrike,103718956,Lanius borealis,NULL,NULL
Aves,Charadriiformes,Laridae,Larus,michahellis,Yellow-legged gull,62030970,Larus michahellis,NULL,NULL
Actinopteri,Clupeiformes,Clupeidae,Alosa,alosa,Allis shad,903,Alosa alosa,101,Alosa alosa
Actinopteri,Cypriniformes,Leuciscidae,Alburnus,arborella,Alborella,135670,Alburnus arborella,62353,Alburnus arborella
Actinopteri,Cypriniformes,Leuciscidae,Parachondrostoma,arrigonis,No common name,61363,Parachondrostoma arrigonis,46385,Parachondrostoma arrigonis
Actinopteri,Cypriniformes,Leuciscidae,Rutilus,aula,No common name,19781,Rutilus aula,26082,Leucos aula
Actinopteri,Cypriniformes,Leuciscidae,Rutilus,basak,No common name,60378,Rutilus ohridanus,48461,Leucos basak
Actinopteri,Cypriniformes,Leuciscidae,Alburnus,belvica,No common name,61391,Alburnus belvica,25857,Alburnus belvica
Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,59473,Lissotriton boscai,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Myotis,capaccinii,Long-fingered myotis,14126,Myotis capaccinii,NULL,NULL
Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,59474,Triturus carnifex,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Myotis,escalerai,Escalera's bat,85733126,Myotis escalerai,NULL,NULL
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,19516,Rhinolophus euryale,NULL,NULL
Aves,Galliformes,Phasianidae,Alectoris,graeca,Rock partridge,22678684,Alectoris graeca,NULL,NULL
Actinopteri,Cypriniformes,Cyprinidae,Barbus,haasi,Barbo de Cola Roja,2578,Barbus haasi,9591,Barbus haasi
Actinopteri,Cypriniformes,Xenocyprididae,Ctenopharyngodon,idella,Grass carp,NULL,NULL,79,Ctenopharyngodon idella
Actinopteri,Cypriniformes,Leuciscidae,Squalius,laietanus,No common name,135676,Squalius laietanus,64211,Squalius laietanus
Amphibia,Caudata,Salamandridae,Chioglossa,lusitanica,Golden-striped salamander,4657,Chioglossa lusitanica,NULL,NULL
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,mehelyi,Mehely's horseshoe bat,19519,Rhinolophus mehelyi,NULL,NULL
Actinopteri,Cypriniformes,Cyprinidae,Barbus,meridionalis,Mediterranean barbel,2567,Barbus meridionalis,5424,Barbus meridionalis
Actinopteri,Cypriniformes,Gobionidae,Pseudorasbora,parva,Stone moroko / Topmouth gudgeon,166136,Pseudorasbora parva,4691,Pseudorasbora parva
Actinopteri,Cypriniformes,Cyprinidae,Barbus,prespensis,Briána,2582,Barbus prespensis,9628,Barbus prespensis
Actinopteri,Cypriniformes,Leuciscidae,Alburnoides,prespensis,Prespa spirlin,135527,Alburnoides prespensis,65088,Alburnoides prespensis
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,schreibersii,Schreibers's long-fingered bat,81633057,Miniopterus schreibersii,NULL,NULL
Actinopteri,Cypriniformes,Acheilognathidae,Rhodeus,sericeus,Bitterling,19671,Rhodeus sericeus,2948,Rhodeus sericeus
Amphibia,Anura,Ranidae,Rana,tavasensis,No common name,61875,Rana tavasensis,NULL,NULL
Aves,Passeriformes,Acrocephalidae,Acrocephalus,dumetorum,Blyth's reed-warbler,22714736,Acrocephalus dumetorum,NULL,NULL
Aves,Passeriformes,Motacillidae,Anthus,hodgsoni,Olive-backed pipit,22718550,Anthus hodgsoni,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,42398,Capra sibirica,NULL,NULL
Aves,Cuculiformes,Cuculidae,Cuculus,saturatus,Oriental cuckoo,61450351,Cuculus saturatus,NULL,NULL
Actinopteri,Gadiformes,Gadidae,Eleginus,nawaga,Navaga,NULL,NULL,314,Eleginus nawaga
Aves,Falconiformes,Falconidae,Falco,cherrug,Saker falcon,22696495,Falco cherrug,NULL,NULL
Mammalia,Carnivora,Felidae,Felis,manul,Pallas' cat,15640,Otocolobus manul,NULL,NULL
Aves,Passeriformes,Muscicapidae,Ficedula,mugimaki,Mugimaki flycatcher,22709331,Ficedula mugimaki,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Gallinago,megala,Swinhoe's snipe,22693090,Gallinago_megala,NULL,NULL
Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian pygmy-owl,22689194,Glaucidium passerinum,NULL,NULL
Aves,Passeriformes,Laniidae,Lanius,cristatus,Brown shrike,22705011,Lanius cristatus,NULL,NULL
Aves,Passeriformes,Motacillidae,Motacilla,citreola,Citrine wagtail,22718379,Motacilla citreola,NULL,NULL
Mammalia,Carnivora,Mustelidae,Mustela,putorius,Polecat,41658,Mustela putorius,NULL,NULL
Mammalia,Lagomorpha,Ochotonidae,Ochotona,dauurica,Daurian pika,41259,Ochotona dauurica,NULL,NULL
Mammalia,Lagomorpha,Ochotonidae,Ochotona,pallasi,Pallas's pika,99890206,Ochotona pallasii,NULL,NULL
Mammalia,Carnivora,Phocidae,Phoca,caspica,Caspian seal,41669,Pusa caspica,NULL,NULL
Mammalia,Carnivora,Phocidae,Phoca,largha,Spotted seal,17023,Phoca largha,NULL,NULL
Aves,Passeriformes,Phylloscopidae,Phylloscopus,inornatus,Yellow-browed warbler,22715310,Phylloscopus inornatus,NULL,NULL
Aves,Passeriformes,Phylloscopidae,Phylloscopus,schwarzi,Radde's warbler,22715284,Phylloscopus schwarzi,NULL,NULL
Actinopteri,Perciformes,Sebastidae,Sebastolobus,macrochir,Broadbanded thornyhead,NULL,NULL,11704,Sebastolobus macrochir
Mammalia,Rodentia,Sciuridae,Spermophilus,undulatus,Long-tailed ground squirrel,20494,Spermophilus undulatus,NULL,NULL
Aves,Columbiformes,Columbidae,Streptopelia,orientalis,Oriental turtle-dove,22690439,Streptopelia orientalis,NULL,NULL
Aves,Galliformes,Phasianidae,Tetrao,urogalloides,Black-billed Capercaillie,22679491,Tetrao urogalloides,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,atrogularis,Black-throated thrush,22736108,Turdus atrogularis,NULL,NULL
Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac fox,23051,Vulpes corsac,NULL,NULL
Insecta,Lepidoptera,Hesperiidae,Erynnis,tages,Dingy Skipper ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Hesperiidae,Pyrgus,malvae,Grizzled Skipper ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Hesperiidae,Thymelicus, lineola,Essex Skipper ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,Large Skipper,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Pieridae,Anthocharis,cardamines,Orange-tip,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Pieridae,Pieris,brassicae,Large White ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Pieridae,Pieris,napi,Green-veined White ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Pieridae,Colias,croceus,Clouded Yellow ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,Brimstone,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Pararge,aegeria,Speckled Wood ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Coenonympha,pamphilus,Small Heath ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Aphantopus,hyperantus,Ringlet,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Pyronia,tithonus,Gatekeeper / Hedge Brown,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Argynnis,paphia,Silver-washed fritillary,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Speyeria,aglaja,Dark green fritillary ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Apatura,iris,Purple emperor,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Limenitis,camilla,White admiral ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Nymphalis,urticae,Small tortoiseshell,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Nymphalis,polychloros,Large tortoiseshell,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Nymphalis,c-album,Comma ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Melitaea,cinxia,Glanville fritillary,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Lycaena,phlaeas,Small copper ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Thecla,betulae,Brown hairstreak,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Favonius,quercus,Purple hairstreak ,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Callophrys,rubi,Green hairstreak,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Satyrium,w-album,White-letter hairstreak,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Cupido,minimus,Small blue,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Celastrina,argiolus,Holly blue,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,Common blue,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Lysandra,coridon,Chalkhill blue,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Nymphalidae,Nymphalis,io,Peacock,NULL,NULL,NULL,NULL
Insecta,Lepidoptera,Lycaenidae,Aricia,agestis,Brown argus ,NULL,NULL,NULL,NULL
Elasmobranchii,Rajiformes,Rajidae,Raja,undulata,Undulate skate,161425,Raja undulata,7617,Raja undulata
Elasmobranchii,Rajiformes,Rajidae,Raja,miraletus,Brown ray,161599,Raja miraletus,5014,Raja miraletus
Elasmobranchii,Rajiformes,Rajidae,Leucoraja,circularis,Sandy ray,161464,Leucoraja circularis,7614,Leucoraja circularis
Elasmobranchii,Rajiformes,Rajidae,Dipturus,nidarosiensis,Norwegian skate,161729,Dipturus nidarosiensis,8900,Dipturus nidarosiensis
Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,coelolepis,Portuguese dogfish,41747,Centroscymnus coelolepis,662,Centroscymnus coelolepis
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,australis,Peale’s Dolphin,11143,Lagenorhynchus australis,NULL,NULL
Aves,Charadriiformes,Stercorariidae,Catharacta,antarctica,Brown skua,62289571,Catharacta antarctica,NULL,NULL
Aves,Passeriformes,Muscicapidae,Calliope,calliope,Siberian rubythroat,22709701,Calliope calliope,NULL,NULL
Mammalia,Carnivora,Phocidae,Erignathus,barbatus,Bearded seal,8010,Erignathus barbatus,NULL,NULL
Mammalia,Carnivora,Phocidae,Histriophoca,fasciata,Ribbon seal,41670,Histriophoca fasciata,NULL,NULL
Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Raccoon dog,14925,Nyctereutes procyonoides,NULL,NULL
Aves,Passeriformes,Sturnidae,Pastor,roseus,Rosy starling,22710881,Pastor roseus,NULL,NULL
Aves,Passeriformes,Muscicapidae,Tarsiger,cyanurus,Orange-flanked bush-robin,105294257,Tarsiger cyanurus,NULL,NULL
Reptilia,Squamata,Viperidae,Crotalus,oreganus,Northern Pacific rattlesnake,64326,Crotalus oreganus,NULL,NULL
Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,41312,Tachyglossus aculeatus,NULL,NULL
Mammalia,Rodentia,Muridae,Pseudomys,novaehollandiae,New Holland mouse,18552,Pseudomys novaehollandiae,NULL,NULL
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn antechinus,40523,Antechinus bellus,NULL,NULL
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Northern quoll,6295,Dasyurus hallucatus,NULL,NULL
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,pirata,Northern brush-tailed phascogale,16889,Phascogale pirata,NULL,NULL
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Pygmy planigale,40535,Planigale maculata,NULL,NULL
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,Sandstone dibbler,40636,Pseudantechinus bilarni,NULL,NULL
